name,구분,lat,lon
동백역,일반역,37.269111,127.152716
초당역,일반역,37.260823,127.159465
삼가역,일반역,37.242103,127.168141
시청-용인대역,일반역,37.239426,127.178856
명지대역,일반역,37.2380254,127.1911514
김량장역,일반역,37.237293,127.198671
운동장-송담대역,일반역,37.237891,127.209046
고진역,일반역,37.244643,127.214168
보평역,일반역,37.2589472,127.218533
둔전역,일반역,37.267201,127.213619
전대-에버랜드역,일반역,37.285405,127.219491
동대문역,환승역,37.57129132,127.0101189
신설동역,환승역,37.57528723,127.0249104
제기동역,일반역,37.57812027,127.0344966
청량리역,환승역,37.5801441,127.0457768
동묘앞역,환승역,37.57253741,127.0155932
까치산역,일반역,37.53168373,126.8467432
시청역,환승역,37.56461852,126.9760864
을지로입구역,일반역,37.56597747,126.9825045
을지로3가역,환승역,37.56634826,126.991482
을지로4가역,환승역,37.56682797,126.9979016
잠실새내역,일반역,37.51141143,127.0860068
종합운동장역,환승역,37.51106095,127.073542
삼성역,일반역,37.5086936,127.063165
선릉역,환승역,37.50437895,127.0486966
역삼역,일반역,37.50054496,127.0363944
강남역,환승역,37.49720244,127.0280537
교대역,환승역,37.49320061,127.0142237
서초역,일반역,37.49178284,127.0075972
방배역,일반역,37.48130245,126.997636
사당역,환승역,37.4767992,126.9816245
낙성대역,일반역,37.47692607,126.9636002
서울대입구역,일반역,37.48103059,126.9526269
봉천역,일반역,37.48245978,126.9418478
신림역,일반역,37.48420085,126.9295937
신대방역,일반역,37.48741288,126.9135942
구로디지털단지역,일반역,37.48516215,126.9014847
대림역,일반역,37.49307207,126.8957105
신도림역,환승역,37.50874994,126.8912511
문래역,일반역,37.51779736,126.8945439
영등포구청역,환승역,37.52524847,126.8958333
당산역,환승역,37.53425753,126.9024241
합정역,환승역,37.54959888,126.9141239
홍대입구역,환승역,37.55701523,126.9249829
신촌역,일반역,37.555342,126.9368826
이대역,일반역,37.55672128,126.945801
아현역,일반역,37.55721977,126.9561295
충정로역,환승역,37.56022847,126.9634503
용답역,일반역,37.56183232,127.050871
신답역,일반역,37.56961893,127.0468598
신설동역,환승역,37.57519632,127.0248584
도림천역,일반역,37.51420522,126.8827022
양천구청역,일반역,37.51205148,126.8656075
신정네거리역,일반역,37.51999688,126.8528986
용두역,일반역,37.57389197,127.0379098
지축역,일반역,37.64793834,126.9137407
구파발역,일반역,37.63664912,126.9187832
연신내역,환승역,37.61881292,126.9208158
불광역,환승역,37.61013354,126.9296281
녹번역,일반역,37.60085525,126.935753
홍제역,일반역,37.58852355,126.944165
무악재역,일반역,37.58211864,126.9501814
독립문역,일반역,37.57448506,126.9578508
경복궁역,일반역,37.57560542,126.9734832
안국역,일반역,37.57666379,126.9854787
종로3가역,환승역,37.57139366,126.9914115
을지로3가역,환승역,37.56634826,126.991482
충무로역,환승역,37.56140209,126.9943556
동대입구역,일반역,37.55883276,127.0052813
약수역,일반역,37.5544519,127.0104682
금호역,일반역,37.54800401,127.0156615
옥수역,환승역,37.5414877,127.0177608
압구정역,일반역,37.52668639,127.0283697
신사역,일반역,37.51618776,127.020092
잠원역,일반역,37.51282982,127.0112442
고속터미널역,환승역,37.50436623,127.0049403
답십리역,일반역,37.56690598,127.0524701
교대역,환승역,37.49320061,127.0140237
남부터미널역,일반역,37.48482472,127.0161898
양재역,환승역,37.48381174,127.0345768
매봉역,일반역,37.48684644,127.0467037
도곡역,환승역,37.49082524,127.0553484
대치역,일반역,37.4942795,127.0632665
학여울역,일반역,37.49655351,127.0713676
대청역,일반역,37.49346096,127.079515
일원역,일반역,37.48382242,127.0843143
수서역,환승역,37.48716257,127.101553
가락시장역,환승역,37.49276539,127.1178996
경찰병원역,일반역,37.49576539,127.1242996
오금역,환승역,37.50216539,127.1278996
당고개역,일반역,37.67032572,127.0789555
상계역,일반역,37.66090497,127.0731287
노원역,환승역,37.6551493,127.0624948
창동역,환승역,37.65312232,127.0476886
쌍문역,일반역,37.64853159,127.0345002
수유역,일반역,37.63796529,127.0254433
미아역,일반역,37.62657144,127.0258287
미아사거리역,일반역,37.61325241,127.0298981
길음역,일반역,37.6035085,127.0249611
성신여대입구역,환승역,37.5927377,127.0163071
한성대입구역,일반역,37.58838493,127.0059994
혜화역,일반역,37.58228892,127.0016857
동대문역,환승역,37.57089132,127.0101189
동대문역사문화공원역,환승역,37.56507829,127.0071679
충무로역,환승역,37.56120209,126.9943556
명동역,일반역,37.56075073,126.9862482
회현역,일반역,37.55851662,126.9781303
서울역,환승역,37.55356539,126.9724996
숙대입구역,일반역,37.54467788,126.9719943
삼각지역,환승역,37.53475857,126.9734308
신용산역,일반역,37.5292129,126.9677003
이촌역,환승역,37.52234094,126.9741382
동작역,환승역,37.50300413,126.9790224
총신대입구역,환승역,37.48678247,126.981945
사당역,환승역,37.4767992,126.9814245
남태령역,일반역,37.46424858,126.9888363
방화역,일반역,37.57729066,126.8127115
개화산역,일반역,37.57231242,126.8062885
김포공항역,환승역,37.5622601,126.8014703
송정역,일반역,37.56115795,126.811792
마곡역,일반역,37.56025035,126.8248665
발산역,일반역,37.55848385,126.837456
우장산역,일반역,37.54886035,126.8363531
화곡역,일반역,37.54175707,126.8402952
까치산역,환승역,37.53168373,126.8467432
신정역,일반역,37.52501081,126.8562294
목동역,일반역,37.52586671,126.8645757
오목교역,일반역,37.52436614,126.8750582
양평역,일반역,37.52558457,126.8862032
영등포구청역,환승역,37.52524847,126.8958333
영등포시장역,일반역,37.52274531,126.9047596
신길역,환승역,37.51742655,126.916543
여의도역,환승역,37.52165166,126.9242291
여의나루역,일반역,37.52707204,126.9328665
마포역,일반역,37.53956668,126.9457536
공덕역,환승역,37.54412449,126.9513584
애오개역,일반역,37.5535295,126.956632
충정로역,환승역,37.56022847,126.9636503
서대문역,일반역,37.56573781,126.9665864
광화문역,일반역,37.5708165,126.9762129
종로3가역,환승역,37.57139366,126.9912115
을지로4가역,환승역,37.56702797,126.9979016
동대문역사문화공원역,환승역,37.56507829,127.0071679
청구역,환승역,37.56021257,127.0137698
신금호역,일반역,37.55440938,127.0205515
행당역,일반역,37.55754312,127.0296931
왕십리역,환승역,37.56172516,127.0369076
마장역,일반역,37.56620675,127.0429769
장한평역,일반역,37.56153057,127.0642826
군자역,환승역,37.55713392,127.079433
아차산역,일반역,37.55203633,127.0896015
광나루역,일반역,37.5450481,127.1035121
천호역,일반역,37.53842355,127.1236234
강동역,일반역,37.53587886,127.132079
길동역,일반역,37.53794494,127.1400433
굽은다리역,일반역,37.54537927,127.1428116
명일역,일반역,37.55149734,127.1439883
고덕역,일반역,37.55503473,127.1540785
상일동역,일반역,37.55658759,127.1652632
둔촌동역,일반역,37.52774726,127.136296
올림픽공원역,환승역,37.51620079,127.1308803
방이역,일반역,37.50865738,127.1260716
오금역,환승역,37.50196105,127.1277379
개롱역,일반역,37.49782678,127.1348328
거여역,일반역,37.49316744,127.1436672
마천역,일반역,37.49495884,127.152476
응암역,일반역,37.59853005,126.9155088
역촌역,일반역,37.60625985,126.9227732
불광역,환승역,37.61033354,126.9298281
독바위역,일반역,37.61844071,126.9329961
연신내역,환승역,37.61881292,126.9206158
구산역,일반역,37.61125852,126.9171923
새절역,일반역,37.59099413,126.9136601
증산역,일반역,37.58375597,126.9094115
디지털미디어시티역,환승역,37.57663026,126.8996845
월드컵경기장역,일반역,37.56938269,126.8990612
마포구청역,일반역,37.56350657,126.9031935
망원역,일반역,37.55594386,126.9098166
합정역,환승역,37.54979888,126.9141239
상수역,일반역,37.54776978,126.9225838
광흥창역,일반역,37.54746977,126.9318177
대흥역,일반역,37.54766489,126.9422206
공덕역,환승역,37.54354807,126.9518977
효창공원앞역,환승역,37.539542,126.961371
삼각지역,환승역,37.53471155,126.9733777
녹사평역,일반역,37.53464201,126.9867518
이태원역,일반역,37.53449861,126.994038
한강진역,일반역,37.53974445,127.0014826
버티고개역,일반역,37.54806951,127.0066086
약수역,환승역,37.5542519,127.0104682
청구역,환승역,37.56021257,127.0135698
신당역,환승역,37.56582912,127.0181023
동묘앞역,환승역,37.57226031,127.0158732
창신역,일반역,37.57934562,127.0151078
보문역,환승역,37.58543035,127.0192192
안암역,일반역,37.58623045,127.0292203
고려대역,일반역,37.59033908,127.0358642
월곡역,일반역,37.6020753,127.0414221
상월곡역,일반역,37.60632242,127.0485887
돌곶이역,일반역,37.61052771,127.0564482
석계역,환승역,37.61498323,127.0655612
태릉입구역,환승역,37.61796533,127.0748937
화랑대역,일반역,37.62013061,127.0844264
봉화산역,일반역,37.61747193,127.0910857
신내역,환승역,37.61264135,127.103395
장암역,일반역,37.69984712,127.0527785
도봉산역,환승역,37.68923188,127.0461005
수락산역,일반역,37.67791554,127.0552343
마들역,일반역,37.66516233,127.0573337
노원역,환승역,37.65496036,127.0620053
중계역,일반역,37.64521691,127.0640831
하계역,일반역,37.63642687,127.0678149
공릉역,일반역,37.62551321,127.0728236
태릉입구역,환승역,37.61816533,127.0746937
먹골역,일반역,37.61073429,127.0775891
중화역,일반역,37.60251645,127.079253
상봉역,환승역,37.59608092,127.0853862
면목역,일반역,37.58852412,127.0874251
사가정역,일반역,37.58101455,127.0884688
용마산역,일반역,37.5736549,127.0865586
중곡역,일반역,37.56568111,127.0841504
군자역,환승역,37.55713392,127.079433
어린이대공원역,일반역,37.54780394,127.0745637
건대입구역,환승역,37.54060889,127.0698628
뚝섬유원지역,일반역,37.53125616,127.0666673
청담역,일반역,37.5195959,127.0537514
강남구청역,환승역,37.51714842,127.0411628
학동역,일반역,37.51428621,127.0317362
논현역,일반역,37.51118691,127.0212831
반포역,일반역,37.50820769,127.011532
고속터미널역,환승역,37.50436623,127.0045403
내방역,일반역,37.4875118,126.9932223
이수역,환승역,37.48658247,126.981745
남성역,일반역,37.48453469,126.9712351
숭실대입구역,일반역,37.4961804,126.9534722
상도역,일반역,37.50285237,126.9477417
장승배기역,일반역,37.50482108,126.9388623
신대방삼거리역,일반역,37.49968797,126.9280519
보라매역,일반역,37.49989004,126.9203052
신풍역,일반역,37.50008919,126.9098598
대림역,환승역,37.49307207,126.8959105
남구로역,일반역,37.48613283,126.8873355
가산디지털단지역,환승역,37.48121776,126.8825816
철산역,일반역,37.47611739,126.8680062
광명사거리역,일반역,37.47941898,126.8547278
천왕역,일반역,37.48661459,126.8386245
온수역,환승역,37.49215924,126.8237047
까치울역,일반역,37.50632983,126.8113309
부천종합운동장역,일반역,37.50544153,126.7972468
춘의역,일반역,37.50372821,126.7868467
신중동역,일반역,37.50308369,126.776328
부천시청역,일반역,37.50454132,126.7637332
상동역,일반역,37.50570416,126.7529908
삼산체육관역,일반역,37.50636043,126.7417749
굴포천역,일반역,37.50708334,126.7311071
부평구청역,환승역,37.50795782,126.7211284
암사역,일반역,37.54997529,127.1274183
천호역,환승역,37.53842355,127.1236234
강동구청역,일반역,37.53047081,127.1202691
몽촌토성역,일반역,37.51742473,127.1123921
잠실역,환승역,37.51386481,127.1024965
석촌역,환승역,37.50535113,127.1069303
송파역,일반역,37.4997227,127.1118647
가락시장역,환승역,37.49292332,127.1180741
문정역,일반역,37.4859849,127.1222272
장지역,일반역,37.47839756,127.1260529
복정역,환승역,37.47008981,127.1264714
산성역,일반역,37.45668074,127.1498131
남한산성입구역,일반역,37.45156254,127.1597963
단대오거리역,일반역,37.44512808,127.1566517
신흥역,일반역,37.44088706,127.1473884
수진역,일반역,37.43732537,127.1406475
모란역,환승역,37.43291644,127.1294298
언주역,일반역,37.50744596,127.0342849
선정릉역,환승역,37.51085355,127.043641
삼성중앙역,일반역,37.51288248,127.052705
봉은사역,일반역,37.51436096,127.0608922
종합운동장역,환승역,37.51096913,127.0733558
삼전역,일반역,37.50474464,127.0877814
석촌고분역,일반역,37.50202826,127.0966224
석촌역,환승역,37.50594926,127.1063458
송파나루역,일반역,37.51012026,127.1131234
한성백제역,일반역,37.51686537,127.118185
올림픽공원역,환승역,37.51608795,127.1306004
둔촌오륜역,일반역,37.51797547,127.1401702
중앙보훈병원역,일반역,37.52961418,127.142757
